judul,Pasal,Content
PERMEN_BUMN_No_1147_Tahun_2017_cleaned.txt,PASAL 12,"(1) Kerja  sama untuk  Pendayagunaan Aset Tetap  atau  bentuk lainnya  yang sudah dilaksanakan atau telah  mendapat persetujuan sesuai dengan ketentuan  Anggaran Dasar masing -masing BUMN sebelum  diundangkannya Per aturan Menteri ini, tetap berlaku.   (2) Dalam hal kerja sama  untuk Pendayagunaan Aset Tetap   atau bentuk lainnya  yang sedang dalam proses  pengkajian dan/atau proses persetujuan sesuai dengan  ketentuan Anggaran Dasar masing -masing BUMN pada  saat Peraturan Menteri  ini diundangkan , tetap dapat  dilanjutkan berdasarkan Peraturan Menteri yang berlaku  sebelumnya, selama SOP belum disusun atau  disesuaikan dengan ketentuan Peraturan Menteri ini atau  waktu 6 (enam) bulan (mana yang lebih cepat).   (3) SOP mengenai kerja sama  dengan Mitra yang sudah ada  sebelum Peraturan Menteri ini berlaku, dinyatakan masih  tetap berlaku sepanjang tidak bertentangan dengan atau  belum disesuaikan berdasarkan Peraturan Menteri ini."
PERMEN_BUMN_No_1147_Tahun_2017_cleaned.txt,PASAL 13,"Kerja  Sama untuk keperluan pelayanan Instansi Pemerintah   di kawasan kebandarudaraan dan kepelabuhanan sebagai  bagian dari fasilitas kebandarudaraan dan kepelabuhanan  yang diwajibkan keberadaannya oleh peraturan perundang - undangan, pelaksanaannya dilakukan sesuai dengan  ketentuan peraturan perundang -undangan di bidang  kebandarudaraan dan kepelabuhanan."
PERMEN_BUMN_No_1147_Tahun_2017_cleaned.txt,PASAL 14,"Pada saat Peraturan Menteri ini mulai berlaku, Peraturan  Menteri BUMN Nomor PER -13/MBU/09/2014 tentang  Pedoman Pendayagunaan Aset Tetap Badan Usaha Milik  Negara, dicabut dan dinyatakan tidak berlaku."
PERMEN_BUMN_No_1147_Tahun_2017_cleaned.txt,PASAL 15,Peraturan Menteri ini mulai berlaku pada tanggal  diundangkan.
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 1,"Manajemen Talenta Pegawai Negeri Sipil di Lingkungan  Kementerian Badan Usaha Milik Negara dimaksudkan sebagai  pedoman pengelolaan dan pen gembangan karier pegawai  dalam tata kelola sistem merit yang disusun untuk  mewujudkan visi dan misi organisasi melalui penempatan  talenta terbaik pada jabatan prioritas dan untuk menyusun  perencanaan suksesi yang obyektif, terencana, terukur dan  akuntabel ."
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 2,"(1) Peraturan Menteri ini mengatur mengenai Manajemen  Talenta Pegawai Negeri Sipil di lingkungan Kementerian  Badan Usaha Milik Negara yang meliputi meliputi filosofi,  strategi, metodologi dan proses, teknologi, implementasi,  output, keberlanjutan, da n manajemen perubahan dalam  kerangka manajemen talenta Pegawai Negeri Sipil  Kementerian Badan Usaha Milik Negara untuk  menduduki Jabatan Administrasi dan Jabatan Pimpinan  Tinggi.   (2) Manajemen Talenta sebagaimana dimaksud pada ayat  (1), dituangkan dalam Pedoma n Manajemen Talenta  sebagaimana tercantum dalam Lampiran I yang menjadi  bagian tidak terpisahkan dari Peraturan Menteri ini."
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 3,(1) Manajemen Talenta sebagaimana dimaksud dalam Pasal  2 ayat (1) dilaksanakan melalui proses:   a. perencanaan talenta ( talent pla nning );  b. pemetaan talenta ( talent identification );  c. penetapan jabatan prioritas ( critical job selection );  d. hak dan kewajiban talenta ; dan   e. asesmen dan seleksi .  (2) Pemetaan Pegawai Negeri Sipil sebagaimana dimaksud  pada ayat (1) huruf a dituangkan melalui matriks  pemetaan talenta (9 boxes ) sebagaimana tercantum  dalam Lampiran yang menjadi bagian tidak terpisahkan  dari Peraturan Menteri ini.
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 4,Manajemen Talenta didukung dengan infrastruktur yang  terdiri dari:   1. Jabatan  prioritas ;  2. Profil  talent a;  3. Asesmen dan Sel eksi;  4. Komite Talenta (Talent Committee );  5. Tim Penilai Kinerja PNS;   6. Mentoring  dan Coaching ;  7. Program Pengembangan Talenta;   8. Basis data Sumber Daya Manusia;   9. Portal Manajemen Talenta; dan   10. Anggaran.
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 5,Manajemen Talenta Pegawai Negeri Sipil di Lingkungan  Kementerian Badan Usaha Milik Negara sebagaimana  dimaksud dalam Pasal 2 akan dievaluasi dan disesuaikan  secara berkelanjutan sesuai dinamika perubahan dan  kebutuhan organisasi.
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 6,"Pada saat Peraturan Menteri ini berlaku, Keputusan Menteri  Badan Usaha Milik Negara Nomor SK -154/MBU/07/2019  tentang Manajemen Talenta Di Lingkungan Kementerian  Badan Usaha Milik Negara , dicabut dan dinyatakan tidak  berlaku ."
PERMEN_BUMN_No_1196_Tahun_2019_cleaned.txt,PASAL 7,"Peraturan Menteri ini mulai berlaku pada tanggal  diundangkan.     Agar setiap orang mengetahuin ya, memerintahkan  pengundangan Peraturan Menteri ini dengan penempatannya  dalam Berita Negara Republik Indonesia."
PERMEN_BUMN_No_1701_Tahun_2015_cleaned.txt,PASAL 1,Ketentuan mengenai Pedoman Pengelolaan Sistem Pelaporan  Dugaan Pelanggaran Di Lingkungan Kementerian Badan  Usaha Milik Negara tercantum dalam Lampiran yang  merupakan bagian yang tidak terpisahkan dari Peraturan  Menteri Badan Usaha Milik Negara ini.
PERMEN_BUMN_No_1701_Tahun_2015_cleaned.txt,PASAL 2,Pedoman Pengelolaan Sistem Pelaporan Dugaan Pelanggaran  Di Lingkungan Kementerian Badan Usaha Milik Negara  sebagaimana dimaksud dalam Pasal 1 menjadi kerangka  acuan untuk melakukan pelaporan adanya dugaan  pelanggaran pegawai Aparatur Sipil Negara di lingkungan  Kementerian Badan Usaha Milik Negara.
PERMEN_BUMN_No_1701_Tahun_2015_cleaned.txt,PASAL 3,Peraturan Menteri ini mulai berlaku pada tanggal  diundangkan.
PERMEN_BUMN_No_1702_Tahun_2015_cleaned.txt,PASAL 1,Ketentuan mengenai pedoman pelaksanaan pendelegasian  kewenangan dan tanggung jawab tertentu dari Pengelola  Barang kepa da Pengguna Barang di lingkungan Kementerian  Badan Usaha Milik Negara tercantum dalam Lampiran yang  merupakan bagian yang tidak terpisahkan dari Peraturan  Menteri Badan Usaha Milik Negara ini.
PERMEN_BUMN_No_1702_Tahun_2015_cleaned.txt,PASAL 2,Ketentuan mengenai pedoman pelaksanaan sebagaimana  dimaksud dalam Pasal 1 menjadi kerangka acuan untuk  melakukan pengelolaan Barang Milik Negara di lingkungan  Kementerian Badan Usaha Milik Negara yang telah  didelegasikan kepada Menteri Badan Usaha Milik Negara  berdasarkan Peraturan Menteri Keuangan Nomor  04/P MK.06/2015 tentang Pendelegasian Kewenangan dan  Tanggung Jawab Tertentu dari Pengelola Barang kepada   Pengguna Barang.
PERMEN_BUMN_No_1702_Tahun_2015_cleaned.txt,PASAL 3,"Tata Cara Pelaksanaan Penggunaan, Pemindahtanganan,  Pemusnahan dan Penghapusan Barang Milik Negara di  lingkungan Kementerian Bada n Usaha Milik Negara yang  kewenangan dan tanggung jawab pengelolaannya tidak  didelegasikan berdasarkan Peraturan Menteri Keuangan  Nomor 04/PMK.06/2015 tentang Pendelegasian Kewenangan  dan Tanggung Jawab Tertentu dari Pengelola Barang kepada    Pengguna Baran g, tidak mengacu pada Peraturan Menteri  Badan Usaha Milik Negara ini."
PERMEN_BUMN_No_1702_Tahun_2015_cleaned.txt,PASAL 4,Peraturan Menteri ini mulai berlaku pada tanggal  diundangkan.
PERMEN_BUMN_No_1760_Tahun_2014_cleaned.txt,PASAL 1,Penegakan Disiplin Pegawai Negeri Sipil (PNS) di Lingkungan Kementerian  Badan Usaha Milik Negara (BUMN) mengacu kepada Peraturan Pemerintah  Nomor 53 Tahun 2010 tentang Disiplin Pegawai Negeri Sipil dan Peraturan  Kepala Badan Kepegawaian Negara Nomor 21 Tahun 2010 tentang  Ketentuan Pelaksanaan Peraturan Pemerintah Nomor 53 Tahun 2010  tentang Disiplin Pegawai Negeri Sipil.
PERMEN_BUMN_No_1760_Tahun_2014_cleaned.txt,PASAL 2,"Dalam rangka meningkatkan penegakan disiplin PNS di Lingkungan  Kementerian BUMN sebagaimana diatur dalam Pasal 1, setiap PNS di  Lingkungan Kementerian BUMN yang melakukan pelanggaran disiplin  waktu kerja Pegawai Negeri Sipil diberi sanksi tambahan dikaitkan dengan  pemberian Tunjangan Kinerja Pegawai di Lingkungan Kementerian Badan  Usaha Milik Negara dan/atau peninjauan kembali penugasan PNS  Kementerian BUMN di BUMN sebagaimana ketentuan yang tercantum  dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan  Menteri ini."
PERMEN_BUMN_No_1760_Tahun_2014_cleaned.txt,PASAL 3,"Dengan berlakunya Peraturan Menteri ini, Peraturan Menteri Badan Usaha  Milik Negara Nomor : PER-03/MBU/2013 tanggal 25 Maret 2013 tentang  Penegakan Disiplin Pegawai Negeri Sipil   Di Lingkungan Kementerian Badan Usaha Milik Negara dicabut dan  dinyatakan tidak berlaku."
PERMEN_BUMN_No_1760_Tahun_2014_cleaned.txt,PASAL 4,Peraturan Menteri ini mulai berlaku pada tanggal diundangkan.
PERMEN_BUMN_No_311_Tahun_2018_cleaned.txt,PASAL 1,Prinsip  Tata Kelola Teknologi Informasi Kementerian Badan  Usaha Milik Negara  disusun  sebagai landasan  dalam  pengelolaan teknologi informasi Kemen terian Badan Usaha  Milik Negara.
PERMEN_BUMN_No_311_Tahun_2018_cleaned.txt,PASAL 2,Prinsip  Tata Kelola Teknologi Informasi  sebag aimana  dimaksud dalam Pasal 1 terdiri atas:   a. prinsip manajemen;   b. prinsip organisasi;   c. prinsip data dan informasi;   d. prinsip aplikasi;   e. prinsip teknologi;  dan  f. prinsip keamanan teknologi informasi .
PERMEN_BUMN_No_311_Tahun_2018_cleaned.txt,PASAL 3,Prinsip  Tata Kelola Teknologi Informasi sebagaimana  dimaksud dalam Pasal 2 tercantum dalam Lampiran yang  merupakan bagian tidak terpisahkan dari Peraturan Menteri  ini.
PERMEN_BUMN_No_311_Tahun_2018_cleaned.txt,PASAL 4,"(1) Prinsip Tata Kelola Teknologi Informasi sebagaimana  dimaksud dalam Pasal 2 sejajar dan sederajat, sehingga  dalam pengambilan keputusan perlu merujuk pada  prinsip tersebut .  (2) Dalam hal keputusan yang diambil mengutamakan salah  satu prinsip saja maka dasar pertimbangan yang diambil  harus demi kepentingan Kementerian Badan Us aha Milik  Negara, dan didokumentasikan."
PERMEN_BUMN_No_311_Tahun_2018_cleaned.txt,PASAL 5,Peraturan Me nteri ini mulai berlaku pada tanggal  diundangkan.
PERMEN_BUMN_No_413_Tahun_2014_cleaned.txt,PASAL 1,"Pedoman pelaksanaan pengadaan Calon Pegawai Negeri Sipil Kementerian BUMN, yang selanjutnya disebut dengan pengadaan CPNS, ditetapkan sebagaimana dalam lampiran I sampai dengan lampiran VII yang merupakan bagian yang tidak terpisahkan dari Peraturan Menteri ini."
PERMEN_BUMN_No_413_Tahun_2014_cleaned.txt,PASAL 2,Pelaksanaan pengadaan CPNS oleh Pejabat Pembina Kepegawaian (PPK) dan pejabat lain yang secara fungsional bertanggung jawab di bidang kepegawaian berpedoman pada Peraturan Menteri ini sepanjang tidak diatur lain dalam peraturan perundang-undangan yang dikeluarkan oleh instansi pemerintah terkait.
PERMEN_BUMN_No_413_Tahun_2014_cleaned.txt,PASAL 3,Perubahan terhadap pedoman pelaksanaan pengadaan CPNS sebagaimana terdapat dalam lampiran Peraturan Menteri ini ditetapkan oleh Sekretaris Kementerian BUMN.
PERMEN_BUMN_No_413_Tahun_2014_cleaned.txt,PASAL 4,"Peraturan Menteri ini mulai berlaku pada tanggal diundangkan.2014, No.413 4"
PERMEN_BUMN_No_414_Tahun_2014_cleaned.txt,PASAL 1,"Program Pengendalian Gratifikasi pada Kementerian BUMN sebagaimana  diatur dalam Lampiran yang merupakan bagian yang tidak terpisahkan  dari Peraturan Menteri ini, harus dilaksanakan oleh seluruh aparatur di  lingkungan Kementerian BUMN serta pihak-pihak yang diperbantukan  atau ditugaskan pada Kementerian BUMN."
PERMEN_BUMN_No_414_Tahun_2014_cleaned.txt,PASAL 2,Program Pengendalian Gratifikasi di lingkungan Kementerian BUMN  disusun sebagai salah satu upaya peningkatan integritas aparatur  Kementerian BUMN melalui penyeragaman pemahaman dan pelaksanaan  terhadap hal-hal yang berkaitan dengan gratifikasi di lingkungan  Kementerian BUMN.
PERMEN_BUMN_No_414_Tahun_2014_cleaned.txt,PASAL 3,"(1) Dengan Peraturan Menteri ini, Menteri BUMN menetapkan Inspektorat  Kementerian BUMN bertindak sebagai Unit Pengendali Gratifikasi  Kementerian BUMN.  (2) Unit Pengendali Gratifikasi Kementerian BUMN sebagaimana  dimaksud pada ayat (1), memiliki tugas dan wewenang untuk  melakukan analisis dan pemrosesan terhadap setiap laporan  gratifikasi di lingkungan Kementerian BUMN sebagai bentuk  pengendalian gratifikasi di lingkungan Kementerian BUMN."
PERMEN_BUMN_No_414_Tahun_2014_cleaned.txt,PASAL 4,Pasal4   Pelanggaran terhadap Peraturan Menteri ini akan dikenai sanksi sesuai  dengan ketentuan peraturan perundang undangan.
PERMEN_BUMN_No_414_Tahun_2014_cleaned.txt,PASAL 5,Peraturan Menteri ini mulai berlaku pada tanggal diundangkan.
PERMEN_BUMN_No_835_Tahun_2022_cleaned.txt,PASAL 15,"(1) Direksi sebagai organ pengelola Risiko sebagaimana  dimaksud dalam Pasal 12 huruf b memiliki fungsi:   a. Manajemen Risiko;   b. Audit Intern; dan   c. Tata Kelola Terintegrasi.   2022 , No.835 -16-  (2) Dalam pelaksanaan fungsi Manajemen Risiko  sebagaimana dimaksud pada ayat (1) huruf a, Direksi  memiliki wewenang, tugas dan tanggung j awab:   a. menyusun dan mengusulkan kebijakan dan strategi  Manajemen Risiko secara komprehensif;   b. melaksanakan kebijakan Manajemen Risiko;   c. mengembangkan budaya Manajemen Risiko pada  seluruh jenjang organisasi;   d. melaksanakan peningkatan kompetensi sumber  daya ma nusia yang terkait dengan Manajemen  Risiko;   e. memastikan bahwa fungsi Manajemen Risiko telah  beroperasi secara independen;   f. melaksanakan kaji ulang secara berkala untuk  memastikan:   1. keakuratan metodologi penilaian Risiko;   2. kecukupan implementasi sistem info rmasi  Manajemen Risiko;   3. ketepatan kebijakan dan prosedur  Manajemen Risiko serta penetapan limit  Risiko dan ambang batas (threshold) ; dan   g. melaksanakan fungsi Manajemen Risiko lainnya  sesuai dengan ketentuan peraturan perundang - undangan, anggaran dasar dan/ atau keputusan  RUPS/Pemilik Modal.   (3) Dalam pelaksanaan fungsi Audit Intern sebagaimana  dimaksud pada ayat (1) huruf b, Direktur Utama   memiliki wewenang, tugas dan tanggung jawab:   a. mengembangkan kerangka Audit Intern untuk  mengidentifikasi, mengukur, memantau,  dan  mengendalikan semua Risiko yang dihadapi;   b. memastikan SPI memperoleh informasi terkait  perkembangan yang terjadi, inisiatif, proyek,  produk, dan perubahan operasional serta Risiko  yang telah diidentifikasi dan diantisipasi;   c. memastikan telah dilakukan t indakan perbaikan  yang tepat dalam waktu yang cepat terhadap semua  2022 , No.835 -17-  temuan dan rekomendasi SPI;   d. memastikan kepala SPI memiliki sumber daya serta  anggaran yang diperlukan untuk menjalankan  tugas dan fungsi sesuai dengan rencana audit  tahunan, sesuai kemampu an keuangan  perusahaan; dan   e. melaksanakan fungsi Audit Intern lainnya sesuai  dengan ketentuan peraturan perundang -undangan,  anggaran dasar dan/atau keputusan RUPS/Pemilik  Modal.   (4) Dalam pelaksanaan fungsi Tata Kelola Terintegrasi  sebagaimana dimaksud pada ay at (1) huruf c, Direksi  memiliki wewenang, tugas dan tanggung jawab:   a. menyusun kebijakan Tata Kelola Terintegrasi;   b. mengarahkan, memantau dan mengevaluasi  pelaksanaan kebijakan Tata Kelola Terintegrasi;   c. menindaklanjuti arahan atau nasihat Dekom atau  Dewas da lam rangka penyempurnaan kebijakan  Tata Kelola Terintegrasi; dan   d. melaksanakan fungsi Audit Intern lainnya sesuai  dengan ketentuan peraturan perundang -undangan,  anggaran dasar dan/atau keputusan RUPS/Pemilik  Modal."
PERMEN_BUMN_No_835_Tahun_2022_cleaned.txt,PASAL 16,"Komite Audit sebagai organ penge lola Risiko di bawah Dekom  atau Dewas sebagaimana dimaksud dalam Pasal 12 huruf c  memiliki fungsi Audit Intern dengan wewenang, tugas dan  tanggung jawab:   a. mengakses seluruh informasi yang relevan tentang  BUMN terkait dengan tugas dan fungsi Komite Audit;   b. memantau dan mengkaji efektivitas pelaksanaan Audit  Intern dan audit ekstern;   c. memastikan objektifitas dan independensi auditor  internal dan auditor eksternal;   d. memastikan kredibilitas dan objektivitas laporan  keuangan BUMN yang akan diterbitkan untuk pihak  2022 , No.835 -18-  eksternal dan badan pengawas, termasuk  penindaklanjutan keluhan dan/atau catatan  ketidakwajaran terhadap laporan selama periode  pengkajian Komite Audit;   e. memantau dan mengkaji proses pelaporan keuangan  yang diaudit oleh auditor eksternal;   f. memastikan SPI mel akukan komunikasi dengan  Direksi, Dekom atau Dewas, dan auditor eksternal;s   g. memberikan rekomendasi kepada Dekom atau Dewas  terkait penyusunan rencana audit, ruang lingkup, dan  anggaran SPI;   h. meninjau laporan audit dan bersama Dekom atau  Dewas memastikan Di reksi mengambil tindakan  perbaikan yang diperlukan secara cepat untuk  mengatasi kelemahan pengendalian, kecurangan  (fraud) , masalah kepatuhan terhadap kebijakan dan  peraturan perundang -undangan atau masalah lain  yang diidentifikasi dan dilaporkan oleh SPI;    i. mengevaluasi kinerja SPI;   j. memastikan SPI menjunjung tinggi integritas dalam  pelaksanaan tugas;   k. memberikan rekomendasi kepada Dekom atau Dewas  terkait pemberian remunerasi tahunan SPI secara  keseluruhan serta penghargaan kinerja;   l. melakukan pemantauan dan  evaluasi atas kesesuaian  penerapan kebijakan keuangan dan Audit Intern BUMN  Induk maupun Anak Perusahaan; dan   m. memberikan rekomendasi kepada Dekom atau Dewas  atas hal yang mendukung efektivitas dan akurasi  proses pelaporan keuangan dan kesesuaian antara  kebijakan Audit Intern BUMN Induk dan Audit Intern  Anak Perusahaan."
