Start_id,End_id,Type
2095821,2096122,Dirubah Sebagian Oleh
2119819,2028022,Dirubah Sebagian Oleh
2114717,2044721,Dirubah Sebagian Oleh
2004618,2081221,Dirubah Sebagian Oleh
