judul,BAB,Pasal,Content
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB III: MANAJEMEN TALENTA,PASAL 11,Pengembangan Talenta dan Perputaran Talenta ( Talent  Mobility ) sebagaima na dimaksud dalam Pasal 9 dan Pasal  10 ditetapkan  oleh Menteri .    BAB I V  MANAJEMEN SUKSES I
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB I: V,PASAL 12,"(1) Manajemen suksesi merupakan  proses pemilihan  Direksi yang berasal dari Wadah Talenta  (Talent Pool )  Kementerian BUMN atau sumber lain yang ditentukan  oleh M enteri .  (2) Manajemen suksesi dilakukan oleh Kementerian BUMN  melalui mekanisme Uji Kelayakan dan Kepatutan oleh  2021 , No.958 -16-  Komite Suksesi  dan/atau mempertimbangkan hasil  asesmen dari lembaga profesio nal.     BAB V : UJI KELAYAKAN DAN KEPATUTAN"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB V: UJI KELAYAKAN DAN KEPATUTAN,PASAL 13,"(1) Sebelum di lakukan Uji Kelayakan dan Kepatutan,  kandidat harus memenuhi persyaratan formal dan  persyaratan lainnya.   (2) Evaluasi pemenuhan persyaratan formal dan  persyaratan lainnya dilakukan oleh Deputi.   (3) Apabila Deputi tidak memiliki data dan/atau informasi  yang cukup , pembuktian dapat dilakukan dengan  menandatangani pernyataan pemenuhan Persyaratan  Formal dan Persyaratan Lain .   (4) Uji Kelayakan dan Kepatutan untuk menghasilkan  Kandidat Direksi dilakuk an oleh Komite Suksesi .  (5) Uji Kelayakan dan Kepatutan  sebagaimana dimaksu d  pada ayat (4) dilakukan melalui  wawancara atau  metode lain yang di sepakati  oleh Komite Suksesi .  (6) Susunan keanggotaan dan tugas Komite Suksesi  ditetapkan berdasarkan Keputusan Menteri.   (7) Secara berkala setiap tiga bulan, Deputi  menyampaikan Daftar Direksi ya ng akan berakhir  masa jabatannya dalam tiga bulan ke depan kepada  Menteri.   (8) Deputi menyampaikan Daftar Qualified Talent  yang  berasal dari Talent Pool  Kementerian BUMN untuk  setiap posisi /jabatan Direksi yang akan berakhir  dan/atau diganti kepada Ketua Komit e Suksesi.   (9) Komite Suksesi memilih Kandidat untuk setiap  posisi/jabatan Direksi yang akan berakhir dan/atau  diganti, berdasarkan usulan dari Deputi.   (10) Dalam hal te rdapat kekosongan jabatan  atau penataan  Direksi BUMN, Komite Suksesi melakukan Uji  Kelayakan dan  Kepatutan  sebagaimana dimaksud pada  2021 , No.958 -17-  ayat (5) untuk  diusulkan  sesuai  peringkat kepada  Menteri BUMN untuk dipilih dan ditetapkan sebagai  Direksi BUMN.   (11) Komite Suksesi dalam melakukan Uji Kelayakan dan  Kepatutan  mempertimbangkan profil sukses kandidat  berdasa rkan hasil asesmen dari lembaga profesional ,  dan konteks bisnis  BUMN .  (12) Komite Suksesi dalam proses pemilihan dapat  mempertimbangkan referensi dari berbagai sumber,  antara lain dari Direk tur Utama dan/atau Komisaris  Utama/Ketua Dewan Pengawas BUMN, ahli indu stri  (industrial expert ), komunitas talenta ( talent community )  atau sumber lain yang dianggap kredibel.   (13) Seluruh dokumen Uji Kelayakan dan Kepatutan   diserahkan oleh Komite Suksesi kepada  Deputi untuk  diadministrasikan .  (14) Dalam melakukan Uji Kelayakan dan Kepa tutan ,  Komite Suksesi dapat menggunakan teknologi  informasi dengan tetap mengacu pada ketentuan  peraturan perundang -undangan ."
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB V: UJI KELAYAKAN DAN KEPATUTAN,PASAL 14,"(1) Proses dan hasil Uji Kelayakan dan Kepatutan  bersifat  rahasia dan hanya dipergunakan oleh Kementerian  BUMN dalam rangka pembinaan dan pengawasan BUMN.   (2) Pejabat dan pegawai K ementerian BUMN, serta pihak  manapun dilarang membocorkan hasil Uji Kel ayakan dan  Kepatutan .  (3) Hasil Uji Kelayakan dan Kepatutan  hanya  dapat  diberikan atas persetujuan Menteri apabila diminta oleh  instansi yang berwenang dalam rangka pelaksanaan  kewajiban be rdasarkan ketentuan peraturan perundang - undangan.   (4) Pelanggaran terhadap ketentuan sebagaimana dimaksud  pada ayat (1), ayat (2), dan ayat (3) , dikenakan sanksi  berdasarkan ketentuan peraturan perundang -undangan .    2021 , No.958 -18-  BAB V I  TATA CARA PENGANGKATAN ANGGOTA  DIRE KSI BUMN"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB V: I,PASAL 15,"(1) Bagi kandidat yang diusulkan oleh Komite Suksesi  dapat ditetapkan menjadi anggota Direksi .  (2) Pemilihan Kandidat di luar usulan Komite Suksesi  untuk menjadi anggota Direksi, dapat dilakukan  sepanjang:   a. kandidat yang berasal dari BUMN  dan  Kementerian BUMN  merupakan talenta yang  berada di dalam Talent Pool Kementerian BUMN;  dan/atau   b. kandidat yang berasal dari Eksternal merupakan  talenta yang memenuhi persyaratan  formal,  mater iil dan lainnya  sebagai Anggota Direksi  BUMN  sebagaimana dimaksud dalam Pasal  2,  Pasal 3, dan Pasal 4.   (3) Bagi BUMN tertentu, penetapan seseorang menjadi  anggota Direksi dapa t dilakukan setelah dinyatakan  lulus UKK sesuai ketentuan sektoral (ses uai ketentuan  yang berlaku di bidang usaha BUMN yang  bersangkutan).   (4) Dalam hal penetapan anggota Direksi dilakukan  sebelum UKK sesuai ketentuan sektoral, maka dalam  keputusan pengangkat annya dinyatakan bahwa  pengangkatan yang bersangkutan berlaku efektif s ejak  dinyatakan lulus UKK.   (5) Penetapan seseorang menjadi anggota Direksi dapat  dilakukan melalui cara:   a. Keputusan Menteri selaku RUPS/Pemilik Modal  apabila seluruh saham/modal BUMN dimilik i oleh  Negara;   b. Keputusan RUPS atau keputusan seluruh  pemegang saham sec ara sirkuler apabila tidak  seluruh saham dimiliki oleh Negara .    2021 , No.958 -19-  (6) Bagi BUMN terbuka, daftar riwayat hidup calon  anggota Direksi yang akan diusulkan untuk diangkat  dalam RUPS, wajib tersedi a dan diumumkan pada saat  penyelenggaraan RUPS sebelum pengambilan  kepu tusan mengenai pengangkatan yang bersangkutan  sebagai anggota Direksi .  (7) Sebelum ditetapkan menjadi anggota Direksi, yang  bersangkutan harus menandatangani surat pernyataan  mengundurkan d iri dari jabatan lain yang dilarang  untuk dirangkap dengan jabatan angg ota Direksi  terhitung sejak yang bersangkutan diangkat menjadi  anggota Direksi (jika ada).   (8) Dalam hal yang bersangkutan tidak mengundurkan  diri dalam jangka waktu sebagaimana diatur dala m  peraturan perundang -undangan, maka jabatannya  sebagai anggota Direksi  BUMN berakhir pada batas  waktu tersebut.   (9) Dalam hal keputusan pengangkatan dilakukan dengan  Keputusan Menteri atau keputusan seluruh pemegang  saham secara sirkuler, maka setelah Keputus an  ditetapkan, Deputi memproses penyerahan Surat  Keputusan kepada anggo ta Direksi terpilih.   (10) Dalam proses penyerahan Surat Keputusan, Deputi  dibantu oleh pejabat Eselon II yang bertanggung jawab  di bidang hukum, Asisten Deputi dan Asisten Deputi  Sektor.   (11) Setelah penyerahan Surat Keputusan dilakukan,  seluruh dokumen diserahkan kepada Deputi untuk  diadministrasikan.   (12) Dalam hal pengangkatan akan ditetapkan dalam RUPS,  penyampaian hasil UKK kepada Menteri disertai  dengan surat penetapan calon dan surat kuasa untu k  menghadiri dan mengambil keputusan dalam RUPS.  Setelah RUPS dilaksana kan, seluruh dokumen  diserahkan kepada Deputi untuk diadministrasikan.   (13) Deputi mengadministrasikan semua dokumen terkait  dengan pengangkatan anggota Direksi .  2021 , No.958 -20-  (14) Kandidat yang telah dinyatak an lulus Uji Kelayakan  dan Kepatutan  harus menandatanga ni Kontrak  Manaj emen sebelum ditetapkan pengangkatannya  sebagai anggota Direksi.   (15) Anggota Direksi terpilih menandatangani surat  pernyataan yang berisi kesanggupan untuk  menjalankan tugas dengan baik dan  bersedia  diberhentikan sewaktu -waktu berdasarkan  pertimbangan Menteri/ RUPS.    (16) Direksi yang diangkat kembali harus menandatangani  Kontrak Manajemen sebelum ditetapkan  pengangkatannya sebagai anggota Direksi.   (17) Anggota Direksi mulai menjabat secara efektif t erhitung  sejak tanggal yang ditetapkan dalam Keputusan  Menteri/RUPS/sel uruh pemegang saham secara  sirkuler .  (18) Format surat pernyataan yang berkaitan dengan  pengangkatan dan pemberhentian Direksi sebagaimana  tercantum dalam Lampiran III yang merupakan bagian  tidak terpisahkan dari Peraturan Menteri ini."
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB V: I,PASAL 16,"(1) Apabila menurut  penilaian Menteri terdapat keadaan  mendesak, Menteri dapat melakukan pengangkatan  anggota Direksi sementara, tanpa proses UKK.   (2) Dalam hal anggota Direksi sementara ditetapkan menjadi  definitif, maka masa jabatan yang bersangkutan sebagai  anggota Direksi se mentara, diperhitungkan untuk  menentukan masa jabatan  definitifnya .    2021 , No.958 -21-  BAB VII : ALASAN DAN TATA CARA  PEMBERHENTIAN ANGGOTA DIREKSI BUMN     Bagian Kesatu   Alasan Pemberhentian  dan Berakhirnya Jabatan"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB VII: ALASAN DAN TATA CARA  PEMBERHENTIAN ANGGOTA,PASAL 17,"(1) Anggota  Direksi dapat diberhentikan sewaktu -waktu  berdasarkan Keputusan RUPS atau Menteri dengan  menyebutkan alasannya.   (2) Alasan pemberhentian  Direksi antar a lain sebagai  berikut:   a. kinerja Direksi tidak/kurang dapat memenuhi  kewajibannya yang telah disepakati dalam kontrak  manajemen  calon Anggota Direksi BUMN  dan/ atau  kontrak manajemen tahunan Direksi BUMN ;  b. adanya perubahan strategi bisnis pada BUMN ;  c. tidak dap at menjalankan tugasnya dengan baik;   d. terlibat dalam tindakan yang merug ikan BUMN  dan/atau negara;   e. melanggar ketentuan anggaran dasar dan/atau  peraturan perundang undangan ;  f. telah ditetapkan sebagai Tersangka atau Terdakwa  oleh pihak yang berwenang dalam tin dakan yang  merugikan BUMN dan/atau negara;   g. melakukan tindakan yang mela nggar kode etik  Direksi BUMN ;  h. dinyatakan bersalah dengan keputusan pengadilan  yang mempunyai kekuatan hukum yang tetap;   i. mengundurkan diri;   j. berhalangan tetap, termasuk sakit keras/sakit  berkepanjangan;  atau  k. alasan lainnya yang dinilai tepat oleh RUPS atau  Menteri demi kepentingan dan tujuan BUMN.   (3) Apabila  terjadi  perbedaan antara ketentuan Peraturan  Menteri ini dengan Anggaran Dasar BUMN mengenai  2021 , No.958 -22-  alasan pemberhentian, maka yang berlaku ada lah  ketentuan Anggaran Dasar.   (4) Jabatan Direksi BUMN berakhir apabila:   a. meninggal dunia;   b. masa jabatannya berakhir;   c. diberhentikan berdasarkan Keputusan  RUPS/Menteri BUMN;  dan/atau   d. tidak lagi memenuhi persyaratan sebagai Direksi  berdasarkan ketentuan anggaran d asar dan  peraturan perundang -undangan termasuk rangkap  jabatan yang dil arang dan pengunduran diri.   (5) Rangkap  jabatan yang dilarang antara lain sebagai  berikut:   a. Direksi pada BUMN, badan usaha milik daerah,  badan usaha milik swasta;   b. Dewan Komisaris/Dewan Penga was pada BUMN dan  perusahaan lain;   c. jabatan struktural dan fungsional la innya pada  instansi/lembaga pemerintah pusat dan/atau  daerah;   d. jabatan lainnya sesuai dengan ketentuan dalam  peraturan perundang -undangan;   e. pengurus partai politik, anggota legislatif dan /atau  kepala daerah/wakil kepala daerah;   f. jabatan lain yang dapat menim bulkan benturan  kepentingan ; dan/atau   g. menjadi calon legislatif atau calon kepala  daerah/wakil kepala daerah.   (6) Selain  jabatan rangkap sebagaimana dimaksud  pada  ayat (5) , anggota Direksi d ilarang memangku jabatan  rangkap sebagai anggota Dewan Komisaris pada  perusahaan lain, kecuali:   a. Dewan Komisaris pada anak perusahaan  BUMN/perusahaan terafiliasi BUMN yang  bersangkutan, dengan ketentuan hanya berhak atas  penghasilan tertinggi dari jabatan y ang  dirangkapnya, kecuali ditetapkan lain oleh Menteri.   2021 , No.958 -23-  b. Dewan Komisari s pada perusahaan lain untuk  mewakili/memperjuangkan kepentingan BUMN  sepanjang memperoleh izin dari Menteri BUMN.   (7) Direksi  yang memangku jabatan rangkap  sebagaimana  dimaksud pada ayat ( 5), masa jabatannya sebagai  Direksi berakhir terhitung sejak terjadinya   perangkapan jabatan tersebut.   (8) Berakhirnya  jabatan Direksi sebagaimana dimaksud  pada ayat (4)  huruf a, huruf b, dan huruf d  dikukuhkan pemberhentiannya dengan Keputusan  Menteri atau RUP S.    Bagian Kedua   Tata Cara Pemberhentian"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB VII: ALASAN DAN TATA CARA  PEMBERHENTIAN ANGGOTA,PASAL 18,"(1) Menteri melakukan ev aluasi sebelum melakukan  pemberhentian Direksi.   (2) Wakil Menteri, Deputi, Deputi yang membidangi  Keuangan dan/atau Deputi yang membidangi Hukum  dapat melakukan evaluasi terhadap Direksi se bagai  bahan pertimbangan bagi Menteri sebelum melakukan  pemberhentian D ireksi .   (3) Rencana pemberhentian Direksi sebelum berakhir masa  jabatannya, wajib diberitahukan terlebih dahulu kepada  Direksi yang bersangkutan secara lisan atau tertulis oleh  Menteri.   (4) Dalam hal Menteri tidak melakukan pemberitahuan,  Menteri dengan Peraturan  Menteri ini memberi kuasa  dengan hak substitusi kepada Deputi untuk melakukan  pemberitahuan dimaksud.   (5) Keputusan pemberhentian dengan alasan selain  dinyatakan bersalah dengan keputusan  pengadilan yang  mempunyai kekuatan hukum yang tetap , mengundurkan  diri dan berhalangan tetap, termasuk sakit keras/sakit  berkepanjangan, diambil setelah yang bersangkutan  diberi kesempatan membela diri.   2021 , No.958 -24-  (6) Pembelaan diri disampaikan secara tertulis kepada RU PS  untuk Persero atau Menteri untuk Perum sesuai  jangka  waktu sebagaima na diatur dalam peraturan perundang - undangan mengenai Pendirian, Pengurusan, Pengawasan  dan Pembubaran BUMN.   (7) Pembelaan diri dapat diberikan langsung pada saat  pemberitahuan kepada pejab at yang memberitahukan.   (8) Apabila Direksi yang bersangkutan telah melakuk an  pembelaan diri atau menyatakan keberatan atau tidak  berkeberatan atas rencana pemberhentiannya pada saat  diberitahukan, maka ketentuan waktu dianggap telah  terpenuhi.   (9) Dalam hal pembe ritahuan dan pembelaan diri secara  lisan, maka dilakukan melalui  tatap muka  secara fisik  atau virtual  dan dibuktikan dengan berita acara yang   ditandatangani oleh Direksi yang bersangkutan dan  pejabat yang memberitahukan.   (10) Apabila Direksi yang bersangkutan t idak bersedia  menandatangani notulen atau berita acara, maka  disebutkan  alasannya dalam berita acara tersebut.   (11) Dalam hal pemberitahuan dilakukan dalam RUPS, maka  pembelaan diri dilakukan dalam RUPS tersebut  sebagaimana diatur dalam peraturan perundang - unda ngan mengenai Perseroan Terbatas.   (12) Penetapan pemberhentian anggota Direk si dapat  dilakukan melalui cara:   a. Keputusan Menteri selaku RUPS/Pemilik Modal  apabila seluruh saham/modal BUMN dimiliki oleh  Negara;   b. Keputusan RUPS atau keputusan seluruh pemegang  saham secara sirkuler apabila tidak seluruh saham  dimiliki oleh Negara.   (13) Dalam  hal penetapan pemberhentian anggota Direksi  dilakukan dengan Keputusan Menteri atau keputusan  seluruh pemegang saham secara sirkuler, maka Deputi  memproses rancangan Keputusan Menteri atau  keputusan seluruh pemegang saham secara sirkuler.   2021 , No.958 -25-  (14) Dalam hal peneta pan pemberhentian anggota Direksi  dilakukan dalam RUPS secara fisik, dan Menteri tidak  dapat menghadiri sendiri RUPS, maka Menteri  memberi kan kuasa dengan hak subsitusi kepada Wakil  Menteri, Deputi dan/atau Sekretaris untuk menghadiri  dan mengambil keputus an dalam RUPS.   (15) Selama pemberhentian masih dalam proses, maka  anggota Direksi yang bersangkutan wajib tetap  melaksanakan tugasnya sebagaimana mestinya.    (16) Pemberhentian anggota Direksi dap at diproses  bersamaan dengan proses pengangkatan anggota Direksi  pada B UMN yang bersangkutan.     BAB VII I  TEKNOLOGI INFORMASI     Bagian Kesatu   Tata Cara Pengusulan dalam Pengangkatan/Pemberhentian  melalui Teknologi Informasi di Kementerian BUMN"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB VII: I,PASAL 19,Proses administrasi di lingkungan Kementerian BUMN dalam  pengangkatan/pember hentian  anggota Direksi  dapat  dilakukan menggunakan teknologi informasi.     Bagian Kedua   Sistem Manajemen Talenta BUMN Berbasis Teknologi  Informasi
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB VII: I,PASAL 20,"(1) Sistem Manajemen Talenta B UMN dapat dilaksanakan  melalui dukungan prasarana berbasis teknologi  informasi .   (2) Direksi BUMN yang membidangi fungsi SDM  bertanggung jawab dalam pelaksanaan teknis Sistem  Manajemen Talenta BUMN ke dalam prasarana berbasis  teknologi informasi.   2021 , No.958 -26-  (3) Ketentuan me ngenai pelaksanaan penggunaan Sistem  Manajemen Talenta BUMN Berbasis Te knologi Informasi  ditetapkan oleh Menteri.     BAB IX : KETENTUAN PERALIHAN"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB IX: KETENTUAN PERALIHAN,PASAL 21,"Pada saat Peraturan Menteri ini mulai berlaku, semua  ketentuan pelaksanaan dari Peraturan Menteri Bad an Usaha  Milik Negara Nomor PER -03/MBU/02/2015 tentang  Persyaratan, Tat a Cara Pengangkatan, dan Pemberhentian  Anggota Direksi Badan Usaha Milik Negara  (Berita Negara  Republik Indonesia Tahun 2015 Nomor 284) , masih tetap  berlaku sepanjang tidak bertentangan  dan/atau belum  diubah dan/atau diganti dengan peraturan baru berdasark an  Peraturan Menteri ini.     BAB X : KETENTUAN PENUTUP"
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB X: KETENTUAN PENUTUP,PASAL 22,"(1) Bagi Persero/Perseroan Terbatas yang tidak semua  sahamnya dimiliki oleh negara, pemberlakuan  Peraturan Menteri ini dilakukan  melalui adopsi secara  langsung oleh Direksi atau pengukuhan dalam RUPS   Persero/Perseroan Terbatas yang bersangkutan.   (2) Bagi Persero Terbuka, pemberlakuan Peraturan Menteri  ini dilakukan melalui adopsi secara langsung oleh  Direksi atau pengukuhan dalam RUPS  Persero  Terbuka  yang bersangkutan dengan memperhatikan ketentuan  di bidang Pasar Modal ."
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB X: KETENTUAN PENUTUP,PASAL 23,"Pada saat Peraturan Menteri ini mulai berlaku, Peraturan  Menteri Badan Usaha Milik Negara Nomor PER - 03/MBU/02/2015 tentang Persyaratan, Tata Cara  2021 , No.958 -27-  Pengangkata n, dan Pemberhentian Anggota Direksi Badan  Usaha Milik Negara  (Berita N egara Republik Indonesia Tahun  2015 Nomor 284), dicabut dan dinyatakan tidak berlaku ."
PERMEN_BUMN_No_958_Tahun_2021_Dirubah_961_2022_cleaned.txt,BAB X: KETENTUAN PENUTUP,PASAL 24,Peratur an Menteri ini mulai berlaku pada tanggal  diundangkan .
PERMEN_BUMN_No_961_Tahun_2022_Merubah_958_2021_cleaned.txt,UNKNOWN,PASAL 1,"Dalam Peraturan Mente ri ini yang dimaksud dengan:   1. Badan Usaha Milik Negara yang selanjutnya  disingkat BUMN adalah badan usaha yang seluruh  atau sebagian besar modalnya dimiliki oleh Negara  melalui penyertaan secara langsung yang berasal  dari kekayaan Negara yang dipisahkan.   2. Perusahaan Perseroan yang selanjutnya disebut  Persero adalah BUMN yang berbentuk perseroan  terbatas yang modalnya terbagi dalam saham yang  seluruh atau paling sedikit 51% (lima puluh satu  persen) sahamnya dimiliki oleh Negara Republik  Indonesia yang tujuan u tamanya mengejar  keuntungan.   3. Perusahaan Perseroan Terbuka yang selanjutnya  disebut Persero Terbuka adalah Persero yang modal  dan jumlah pemegang sahamnya memenuhi kriteria  tertentu, atau Persero yang melakukan penawaran  umum sesuai dengan peraturan perunda ng- undangan di bidang pasar modal.   4. Perusahaan Umum yang selanjutnya disebut Perum  adalah BUMN yang seluruh modalnya dimiliki  negara dan tidak terbagi atas saham, yang  bertujuan untuk kemanfaatan umum berupa  penyediaan barang dan/atau jasa yang bermutu  tinggi dan sekaligus mengejar keuntungan  berdasarkan prinsip pengelolaan perusahaan.   5. Menteri adalah menteri yang ditunjuk dan/atau  diberi kuasa untuk mewakili pemerintah selaku  pemegang saham negara pada Persero dan pemilik  modal pada Perum dengan memperhatika n  peraturan perundang -undangan.   6. Wakil Menteri BUMN I dan Wakil Menteri BUMN II  yang selanjutnya disingkat Wakil Menteri, adalah  pejabat di bawah Menteri yang mempunyai tugas  membantu Menteri dalam memimpin pelaksanaan  tugas Kementerian BUMN.   7. Sekretaris Kem enterian adalah pejabat Eselon I di  bawah Menteri yang membidangi fungsi administrasi  di Kementerian BUMN.   8. Deputi adalah pejabat Eselon I di bawah Menteri  yang membidangi sumber daya manusia BUMN.   9. Asisten Deputi adalah pejabat Eselon II di bawah  Deputi yan g membidangi manajemen sumber daya  manusia BUMN.   10. Asisten Deputi Sektor adalah pejabat Eselon II di  bawah Wakil Menteri yang membidangi portofolio  BUMN.   11. Direksi adalah organ BUMN yang bertanggung jawab  atas pengurusan BUMN untuk kepentingan dan  tujuan BUMN serta mewakili BUMN baik di dalam  maupun di luar pengadilan.   12. Dewan Komisaris adalah organ Persero yang  bertugas melakukan pengawasan dan memberikan  nasihat kepada Direksi dalam menjalankan kegiatan  pengurusan Persero.   13. Dewan Pengawas adalah organ Perum yang  bertugas  melakukan pengawasan dan memberikan nasihat  kepada Direksi dalam menjalankan kegiatan  pengurusan Perum.   14. Rapat Umum Pemegang Saham yang selanjutnya  disingkat RUPS adalah Organ Perseroan yang  mempunyai wewenang yang tidak diberikan kepada  Direksi a tau Dewan Komisaris dalam batas yang  ditentukan dalam undang -undang dan/atau  anggaran dasar.   15. Perusahaan adalah badan usaha selain BUMN.   16. Komite Talenta adalah komite yang dibentuk untuk  melakukan penjaringan dan evaluasi terhadap  Talenta Direksi BUMN yang t erdiri dari Komite  Talenta BUMN yang ditetapkan dengan Keputusan  Direksi dan Komite Talenta Kementerian BUMN  yang ditetapkan dengan Keputusan Sekretaris  Kementerian.   17. Komite Suksesi adalah komite yang dibentuk untuk  melakukan Uji Kelayakan dan Kepatutan ter hadap  Kandidat Direksi BUMN.   18. Talenta Terseleksi ( Selected Talent ) adalah talenta  BUMN yang diusulkan oleh Direksi BUMN kepada  Dewan Komisaris/Dewan Pengawas BUMN,  berdasarkan penilaian atas kinerja dan kapasitas  yang bersangkutan.   19. Talenta Ternominasi ( Nomi nated Talent ) adalah  Talenta Terseleksi dan Direksi yang sedang  menjabat yang dinominasikan oleh Dewan  Komisaris/Dewan Pengawas BUMN dan Talenta  Kementerian BUMN yang dinominasikan oleh  Sekretaris Kementerian BUMN, kepada Menteri  BUMN.   20. Talenta yang Memenuh i Persyaratan ( Eligible Talent )  adalah Talenta Ternominasi yang telah memenuhi  Persyaratan formal dan Persyaratan lainnya Anggota  Direksi BUMN serta pemeriksaan latar belakang  (background checking ).  21. Talenta Terkualifikasi ( Qualified Talent ) adalah  Talenta yang Memenuhi Persyaratan yang telah  mengikuti asesmen oleh lembaga profesional dan  mendapatkan rekomendasi untuk masuk ke dalam  Wadah Talenta ( Talent Pool ) Kementerian BUMN.   22. Kandidat adalah Talenta Terkualifikasi ( Qualified  Talent ) yang diusulkan oleh Kom ite Suksesi untuk  dipilih sebagai Direksi BUMN oleh Menteri BUMN  atau Tim Penilai Akhir (TPA).   23. Uji Kelayakan dan Kepatutan yang selanjutnya  disebut UKK adalah proses penilaian atas  kompetensi, track record, keahlian ( expertise ),  kepribadian ( traits ) terhad ap Qualified Talent  untuk  menghasilkan Kandidat yang diajukan kepada  Menteri BUMN/Tim Penilai Akhir sebagai Anggota  Direksi BUMN.   24. Asesmen adalah proses pengukuran kelayakan  kompetensi Talenta Direksi yang dilakukan oleh  lembaga profesional yang ditetapkan oleh Menteri.   25. Manajemen Talenta adalah bagian dari pengelolaan  dan pengembangan yang meliputi penjaringan,  penilaian, pengklasifikasian, pengembangan, dan  perputaran talenta yang berlapis (multi layering),  objektif, terencana, terukur, dan akuntabel.   26. Sistem Manajemen Talenta BUMN Berbasis  Teknologi Informasi adalah sistem manajemen  talenta BUMN yang dalam pelaksanaannya  didukung dengan teknologi informasi, sesuai  kebijakan yang ditetapkan oleh Kementerian BUMN."
PERMEN_BUMN_No_961_Tahun_2022_Merubah_958_2021_cleaned.txt,UNKNOWN,PASAL 2,2. D
PERMEN_BUMN_No_961_Tahun_2022_Merubah_958_2021_cleaned.txt,UNKNOWN,PASAL 3,"iantara Pasal 2 dan Pasal 3 disisipkan 3 (ti ga) Pasal,  yakni Pasal 2A, Pasal 2B, dan Pasal 2C, sehingga  berbunyi sebagai berikut:     Pasal 2A   Dalam melakukan pengukuran integritas, perilaku yang  baik, dan perilaku jujur calon anggota Direksi, Menteri  harus memperhatikan dan mempertimbangkan daftar  dan rekam jejak.     Pasal 2B   Secara berkala Menteri menyusun daftar dan rekam jejak  Direksi, dan/atau calon Direksi, dengan kriteria telah  ditetapkan sebagai tersangka, terdakwa atau dinyatakan  bersalah dengan putusan pengadilan yang berkekuatan  hukum tetap ( in kracht ) karena:   a. melakukan tindakan yang merugikan perusahaan  dan/atau keuangan negara;   b. melanggar ketentuan anggaran dasar perusahaan,  ketentuan internal perusahaan, dan/atau peraturan  perundang -undangan di bidang tindak pidana  korupsi; dan/atau   c. terpapar  paham radikalisme, terlibat terorisme,  komunisme, atau penyalahgunaan narkotika,  psikotropika, dan zat adiktif lainnya.         Pasal 2C   Sumber informasi daftar dan rekam jejak Direksi,  dan/atau Calon Direksi dapat diperoleh dari:   a. kementerian dan lembaga peme rintah non  kementerian;   b. institusi negara yang melaksanakan audit; dan/atau   c. aparat penegak hukum.     3. Diantara BAB II dan BAB III disisipkan 1 (satu) BAB,  yakni BA"
PERMEN_BUMN_No_961_Tahun_2022_Merubah_958_2021_cleaned.txt,"BAB II: dan BAB III disisipkan 1 (satu) BAB,",PASAL 4,"B IIA, dan d"
